Acad Group,Class ID,Subject,Subject Code,Course Nbr,Section,Course Title,Day,Time,Instructor,Credits
Engineering,16387,Electrical Engineering And Computer Science,EECS, 270,016,Intro Logic Design,W,130-430PM,Zhong,4.00
Engineering,16898,Electrical Engineering And Computer Science,EECS, 270,017,Intro Logic Design,W,430-730PM,Moore,4.00
Engineering,20121,Electrical Engineering And Computer Science,EECS, 270,018,Intro Logic Design,F,930-1230PM,Willett,4.00
Engineering,21354,Electrical Engineering And Computer Science,EECS, 280,001,Prog&Data Struct,M W,9-1030AM,Hamilton,4.00
Engineering,10385,Electrical Engineering And Computer Science,EECS, 280,002,Prog&Data Struct,M W,130-3PM,DeOrio,4.00
Engineering,16180,Electrical Engineering And Computer Science,EECS, 280,003,Prog&Data Struct,M W,12-130PM,Hamilton,4.00
Engineering,23546,Electrical Engineering And Computer Science,EECS, 280,004,Prog&Data Struct,M W,330-5PM,Juett,4.00
Engineering,26224,Electrical Engineering And Computer Science,EECS, 280,005,Prog&Data Struct,M W,4-530PM,DeOrio,4.00
Engineering,10388,Electrical Engineering And Computer Science,EECS, 280,011,Prog&Data Struct,TH,4-6PM,Majety,4.00
Engineering,14041,Electrical Engineering And Computer Science,EECS, 280,012,Prog&Data Struct,W,4-6PM,Shanholtz,4.00
Engineering,14042,Electrical Engineering And Computer Science,EECS, 280,013,Prog&Data Struct,F,1-3PM,Basgall,4.00
Engineering,10386,Electrical Engineering And Computer Science,EECS, 280,014,Prog&Data Struct,F,830-1030AM,Menge,4.00
Engineering,10387,Electrical Engineering And Computer Science,EECS, 280,015,Prog&Data Struct,T,330-530PM,Parigi,4.00
Engineering,10389,Electrical Engineering And Computer Science,EECS, 280,016,Prog&Data Struct,F,330-530PM,Chu,4.00
Engineering,14043,Electrical Engineering And Computer Science,EECS, 280,017,Prog&Data Struct,F,9-11AM,Gu,4.00
Engineering,14411,Electrical Engineering And Computer Science,EECS, 280,018,Prog&Data Struct,TH,330-530PM,Kwon,4.00
Engineering,20122,Electrical Engineering And Computer Science,EECS, 280,019,Prog&Data Struct,F,230-430PM,Majety,4.00
Engineering,21057,Electrical Engineering And Computer Science,EECS, 280,020,Prog&Data Struct,F,130-330PM,Taylor,4.00
Engineering,21484,Electrical Engineering And Computer Science,EECS, 280,021,Prog&Data Struct,T,330-530PM,Gorokhovsky,4.00
Engineering,22156,Electrical Engineering And Computer Science,EECS, 280,022,Prog&Data Struct,W,230-430PM,Gangwani,4.00
Engineering,22209,Electrical Engineering And Computer Science,EECS, 280,023,Prog&Data Struct,W,430-630PM,Degazio,4.00
Engineering,23012,Electrical Engineering And Computer Science,EECS, 280,024,Prog&Data Struct,F,230-430PM,George,4.00
Engineering,29260,Electrical Engineering And Computer Science,EECS, 280,025,Prog&Data Struct,M,430-630PM,Al-Ejel,4.00
Engineering,23196,Electrical Engineering And Computer Science,EECS, 280,026,Prog&Data Struct,W,2-4PM,Kayes,4.00
Engineering,23758,Electrical Engineering And Computer Science,EECS, 280,027,Prog&Data Struct,F,2-4PM,Busch,4.00
Engineering,23759,Electrical Engineering And Computer Science,EECS, 280,028,Prog&Data Struct,F,3-5PM,Huang,4.00
Engineering,29261,Electrical Engineering And Computer Science,EECS, 280,029,Prog&Data Struct,W,430-630PM,Chan,4.00
Engineering,26402,Electrical Engineering And Computer Science,EECS, 280,030,Prog&Data Struct,T,3-5PM,Ladd,4.00
Engineering,26403,Electrical Engineering And Computer Science,EECS, 280,031,Prog&Data Struct,TH,3-5PM,Sui,4.00
Engineering,26461,Electrical Engineering And Computer Science,EECS, 280,032,Prog&Data Struct,F,9-11AM,Matute,4.00
Engineering,26462,Electrical Engineering And Computer Science,EECS, 280,033,Prog&Data Struct,M,1-3PM,Liang,4.00
Engineering,26463,Electrical Engineering And Computer Science,EECS, 280,034,Prog&Data Struct,F,2-4PM,Chowdhary,4.00
Engineering,28980,Electrical Engineering And Computer Science,EECS, 280,035,Prog&Data Struct,W,5-7PM,Ye,4.00
Engineering,29338,Electrical Engineering And Computer Science,EECS, 280,036,Prog&Data Struct,F,1230-230PM,Ye,4.00
Engineering,29395,Electrical Engineering And Computer Science,EECS, 280,039,Prog&Data Struct,T,930-1130AM,Patel,4.00
Engineering,32408,Electrical Engineering And Computer Science,EECS, 280,040,Prog&Data Struct,TH,9-11AM,Levi,4.00
Engineering,32409,Electrical Engineering And Computer Science,EECS, 280,041,Prog&Data Struct,TH,11-1PM,Fosheim-Hoag,4.00
Engineering,32410,Electrical Engineering And Computer Science,EECS, 280,042,Prog&Data Struct,TH,430-630PM,Good,4.00
Engineering,32413,Electrical Engineering And Computer Science,EECS, 280,045,Prog&Data Struct,T,1130-130PM,Morrell,4.00
Engineering,23537,Electrical Engineering And Computer Science,EECS, 281,001,Data Struct&Algor,T TH,9-1030AM,Darden,4.00
Engineering,19927,Electrical Engineering And Computer Science,EECS, 281,002,Data Struct&Algor,T TH,1030-12PM,Darden,4.00
Engineering,23536,Electrical Engineering And Computer Science,EECS, 281,003,Data Struct&Algor,T TH,12-130PM,Paoletti,4.00
Engineering,10412,Electrical Engineering And Computer Science,EECS, 281,004,Data Struct&Algor,T TH,130-3PM,Paoletti,4.00
Engineering,29476,Electrical Engineering And Computer Science,EECS, 281,005,Data Struct&Algor,T TH,430-6PM,Almomani,4.00
Engineering,10413,Electrical Engineering And Computer Science,EECS, 281,011,Data Struct&Algor,F,1030-1230PM,Wendorf,4.00
Engineering,10414,Electrical Engineering And Computer Science,EECS, 281,012,Data Struct&Algor,TH,4-6PM,Goel,4.00
Engineering,10415,Electrical Engineering And Computer Science,EECS, 281,013,Data Struct&Algor,W,230-430PM,Hage,4.00
Engineering,19552,Electrical Engineering And Computer Science,EECS, 281,014,Data Struct&Algor,F,130-330PM,Zhou,4.00
Engineering,21607,Electrical Engineering And Computer Science,EECS, 281,015,Data Struct&Algor,F,1130-130PM,Bhandarkar,4.00
Engineering,21611,Electrical Engineering And Computer Science,EECS, 281,016,Data Struct&Algor,W,430-630PM,Ostrowski,4.00
Engineering,22856,Electrical Engineering And Computer Science,EECS, 281,017,Data Struct&Algor,M,10-12PM,Hill,4.00
Engineering,22857,Electrical Engineering And Computer Science,EECS, 281,018,Data Struct&Algor,TH,4-6PM,Wong,4.00
Engineering,22858,Electrical Engineering And Computer Science,EECS, 281,019,Data Struct&Algor,M,4-6PM,Sheng,4.00
Engineering,23046,Electrical Engineering And Computer Science,EECS, 281,020,Data Struct&Algor,F,1030-1230PM,Lin,4.00
Engineering,23760,Electrical Engineering And Computer Science,EECS, 281,021,Data Struct&Algor,T,430-630PM,Rahman,4.00
Engineering,23761,Electrical Engineering And Computer Science,EECS, 281,022,Data Struct&Algor,F,330-530PM,Christoph,4.00
Engineering,23762,Electrical Engineering And Computer Science,EECS, 281,023,Data Struct&Algor,W,430-630PM,Winsor,4.00
Engineering,26419,Electrical Engineering And Computer Science,EECS, 281,024,Data Struct&Algor,M,430-630PM,Cayo,4.00
Engineering,26420,Electrical Engineering And Computer Science,EECS, 281,025,Data Struct&Algor,W,430-630PM,Rahman,4.00
Engineering,26471,Electrical Engineering And Computer Science,EECS, 281,026,Data Struct&Algor,F,1030-1230PM,Eiden,4.00
Engineering,26472,Electrical Engineering And Computer Science,EECS, 281,027,Data Struct&Algor,F,130-330PM,Satarino,4.00
Engineering,26473,Electrical Engineering And Computer Science,EECS, 281,028,Data Struct&Algor,F,3-5PM,Schaefer,4.00
Engineering,26474,Electrical Engineering And Computer Science,EECS, 281,029,Data Struct&Algor,W,9-11AM,Lin,4.00
Engineering,26475,Electrical Engineering And Computer Science,EECS, 281,030,Data Struct&Algor,TH,4-6PM,Gossman,4.00
Engineering,29277,Electrical Engineering And Computer Science,EECS, 281,031,Data Struct&Algor,W,1230-230PM,Williams,4.00
Engineering,29493,Electrical Engineering And Computer Science,EECS, 281,032,Data Struct&Algor,M,4-6PM,Nwabueze,4.00
Engineering,29494,Electrical Engineering And Computer Science,EECS, 281,033,Data Struct&Algor,W,430-630PM,Kim,4.00
Engineering,29495,Electrical Engineering And Computer Science,EECS, 281,034,Data Struct&Algor,F,130-330PM,Dudas,4.00
Engineering,10390,Electrical Engineering And Computer Science,EECS, 285,001,Prog Lng or Sys,T,3-5PM,"Kamil, Schatz",2.00
Engineering,22849,Electrical Engineering And Computer Science,EECS, 301,001,Probabil Mthd in Eng,M W,9-1030AM,Stark,4.00
Engineering,22850,Electrical Engineering And Computer Science,EECS, 301,011,Probabil Mthd in Eng,F,1030-1130AM,Heydaribeni,4.00
Engineering,26921,Electrical Engineering And Computer Science,EECS, 301,012,Probabil Mthd in Eng,F,230-330PM,Heydaribeni,4.00
Engineering,10391,Electrical Engineering And Computer Science,EECS, 311,001,Analog Circuits,T TH,9-1030AM,Flynn,4.00
Engineering,10392,Electrical Engineering And Computer Science,EECS, 311,011,Analog Circuits,T,3-6PM,Song,4.00
Engineering,10393,Electrical Engineering And Computer Science,EECS, 311,012,Analog Circuits,T,6-9PM,Song,4.00
Engineering,16694,Electrical Engineering And Computer Science,EECS, 312,001,Digit Integrat Circ,M W,130-3PM,Kim,4.00
Engineering,16695,Electrical Engineering And Computer Science,EECS, 312,011,Digit Integrat Circ,F,1230-130PM,Narayanan,4.00
Engineering,10394,Electrical Engineering And Computer Science,EECS, 314,001,"Elec Ckts, Sys&Appl",M W,3-430PM,Ganago,4.00
Engineering,10395,Electrical Engineering And Computer Science,EECS, 314,011,"Elec Ckts, Sys&Appl",T,230-330PM,Joglekar,4.00
Engineering,10396,Electrical Engineering And Computer Science,EECS, 314,012,"Elec Ckts, Sys&Appl",T,330-430PM,Zhao,4.00
Engineering,17253,Electrical Engineering And Computer Science,EECS, 314,013,"Elec Ckts, Sys&Appl",T,430-530PM,Cheng,4.00
Engineering,17254,Electrical Engineering And Computer Science,EECS, 314,014,"Elec Ckts, Sys&Appl",T,530-630PM,Dasgupta,4.00
Engineering,17750,Electrical Engineering And Computer Science,EECS, 314,021,"Elec Ckts, Sys&Appl",W,1030-1230PM,Joglekar,4.00
Engineering,17751,Electrical Engineering And Computer Science,EECS, 314,022,"Elec Ckts, Sys&Appl",W,1230-230PM,Zhao,4.00
Engineering,17752,Electrical Engineering And Computer Science,EECS, 314,023,"Elec Ckts, Sys&Appl",W,5-7PM,Cheng,4.00
Engineering,17753,Electrical Engineering And Computer Science,EECS, 314,024,"Elec Ckts, Sys&Appl",W,7-9PM,Cheng,4.00
Engineering,17754,Electrical Engineering And Computer Science,EECS, 314,025,"Elec Ckts, Sys&Appl",TH,1030-1230PM,Shin,4.00
Engineering,17755,Electrical Engineering And Computer Science,EECS, 314,026,"Elec Ckts, Sys&Appl",TH,1230-230PM,Zhao,4.00
Engineering,17756,Electrical Engineering And Computer Science,EECS, 314,027,"Elec Ckts, Sys&Appl",TH,230-430PM,Dasgupta,4.00
Engineering,17757,Electrical Engineering And Computer Science,EECS, 314,028,"Elec Ckts, Sys&Appl",TH,5-7PM,Dasgupta,4.00
Engineering,17758,Electrical Engineering And Computer Science,EECS, 314,029,"Elec Ckts, Sys&Appl",TH,7-9PM,Zhao,4.00
Engineering,17759,Electrical Engineering And Computer Science,EECS, 314,030,"Elec Ckts, Sys&Appl",F,1030-1230PM,Shin,4.00
Engineering,17760,Electrical Engineering And Computer Science,EECS, 314,031,"Elec Ckts, Sys&Appl",F,1230-230PM,Dasgupta,4.00
Engineering,17761,Electrical Engineering And Computer Science,EECS, 314,032,"Elec Ckts, Sys&Appl",F,230-430PM,Cheng,4.00
Engineering,26286,Electrical Engineering And Computer Science,EECS, 320,001,Intr Semicon Devices,M W,1030-12PM,Forrest,4.00
Engineering,26287,Electrical Engineering And Computer Science,EECS, 320,011,Intr Semicon Devices,F,130-230PM,Wang,4.00
Engineering,35967,Electrical Engineering And Computer Science,EECS, 320,012,Intr Semicon Devices,F,230-330PM,Easley,4.00
Engineering,10397,Electrical Engineering And Computer Science,EECS, 330,001,Intro to Ants,T TH,12-130PM,Tsang,4.00
Engineering,29044,Electrical Engineering And Computer Science,EECS, 330,011,Intro to Ants,M,5-6PM,Salim,4.00
Engineering,10399,Electrical Engineering And Computer Science,EECS, 330,021,Intro to Ants,T,430-730PM,Salim,4.00
Engineering,19472,Electrical Engineering And Computer Science,EECS, 334,001,Prin of Optics,W F,10-1130AM,Deotare,4.00
Engineering,19473,Electrical Engineering And Computer Science,EECS, 334,011,Prin of Optics,W F,1130-12PM,Deotare,4.00
Engineering,10423,Electrical Engineering And Computer Science,EECS, 351,001,Intro DIg Sig Proc,M W,12-130PM,Yagle,4.00
Engineering,10424,Electrical Engineering And Computer Science,EECS, 351,011,Intro DIg Sig Proc,TH,130-230PM,Wei,4.00
Engineering,28291,Electrical Engineering And Computer Science,EECS, 370,001,Intro Computer Org,T TH,9-1030AM,"Das, Davis, Mudge",4.00
Engineering,22385,Electrical Engineering And Computer Science,EECS, 370,002,Intro Computer Org,T TH,130-3PM,"Davis, Mudge, Das",4.00
Engineering,10400,Electrical Engineering And Computer Science,EECS, 370,003,Intro Computer Org,T TH,3-430PM,"Mudge, Das, Davis",4.00
Engineering,10401,Electrical Engineering And Computer Science,EECS, 370,004,Intro Computer Org,T TH,430-6PM,"Das, Mudge, Davis",4.00
Engineering,10402,Electrical Engineering And Computer Science,EECS, 370,011,Intro Computer Org,M,330-430PM,Jiang,4.00
Engineering,10403,Electrical Engineering And Computer Science,EECS, 370,012,Intro Computer Org,F,330-430PM,Luo,4.00
Engineering,10406,Electrical Engineering And Computer Science,EECS, 370,013,Intro Computer Org,F,130-230PM,Lau,4.00
Engineering,10405,Electrical Engineering And Computer Science,EECS, 370,014,Intro Computer Org,F,130-230PM,Misch,4.00
Engineering,10404,Electrical Engineering And Computer Science,EECS, 370,015,Intro Computer Org,F,230-330PM,Polgar,4.00
Engineering,10407,Electrical Engineering And Computer Science,EECS, 370,016,Intro Computer Org,F,1230-130PM,Patel,4.00
Engineering,20500,Electrical Engineering And Computer Science,EECS, 370,017,Intro Computer Org,M,230-330PM,Hoffman,4.00
Engineering,22387,Electrical Engineering And Computer Science,EECS, 370,018,Intro Computer Org,F,1130-1230PM,Satam,4.00
Engineering,22388,Electrical Engineering And Computer Science,EECS, 370,019,Intro Computer Org,M,130-230PM,Cheng,4.00
Engineering,23187,Electrical Engineering And Computer Science,EECS, 370,020,Intro Computer Org,M,430-530PM,Campbell,4.00
Engineering,23763,Electrical Engineering And Computer Science,EECS, 370,021,Intro Computer Org,F,1030-1130AM,Sun,4.00
Engineering,24030,Electrical Engineering And Computer Science,EECS, 370,022,Intro Computer Org,F,930-1030AM,Kutirakulam,4.00
Engineering,24031,Electrical Engineering And Computer Science,EECS, 370,023,Intro Computer Org,M,5-6PM,Saeed,4.00
Engineering,26607,Electrical Engineering And Computer Science,EECS, 370,024,Intro Computer Org,F,1030-1130AM,Jin,4.00
Engineering,26646,Electrical Engineering And Computer Science,EECS, 370,025,Intro Computer Org,W,430-530PM,Wang,4.00
Engineering,10408,Electrical Engineering And Computer Science,EECS, 373,001,Intro Embed Sys Des,M W,130-3PM,Brehob,4.00
Engineering,10409,Electrical Engineering And Computer Science,EECS, 373,011,Intro Embed Sys Des,T,3-6PM,"Smith, Li, Beljanski",4.00
Engineering,10410,Electrical Engineering And Computer Science,EECS, 373,012,Intro Embed Sys Des,W,3-6PM,"Smith, Nichanametla",4.00
Engineering,10411,Electrical Engineering And Computer Science,EECS, 373,013,Intro Embed Sys Des,T,630-930PM,"Thoma, Li, Beljanski",4.00
Engineering,28290,Electrical Engineering And Computer Science,EECS, 376,001,Foundatns Comp Sci,M W,1030-12PM,"Volkovich, Kutty",4.00
Engineering,24499,Electrical Engineering And Computer Science,EECS, 376,002,Foundatns Comp Sci,M W,12-130PM,"Volkovich, Kutty",4.00
Engineering,22826,Electrical Engineering And Computer Science,EECS, 376,003,Foundatns Comp Sci,M W,3-430PM,"Kutty, Volkovich",4.00
Engineering,32243,Electrical Engineering And Computer Science,EECS, 376,004,Foundatns Comp Sci,M W,12-130PM,"Kutty, Volkovich",4.00
Engineering,10435,Electrical Engineering And Computer Science,EECS, 376,011,Foundatns Comp Sci,TH,230-330PM,Pepin,4.00
Engineering,10436,Electrical Engineering And Computer Science,EECS, 376,012,Foundatns Comp Sci,TH,1130-1230PM,Nesky,4.00
Engineering,21473,Electrical Engineering And Computer Science,EECS, 376,013,Foundatns Comp Sci,F,130-230PM,Ruiz  Gomez,4.00
Engineering,22078,Electrical Engineering And Computer Science,EECS, 376,014,Foundatns Comp Sci,F,230-330PM,Gullstad,4.00
Engineering,22865,Electrical Engineering And Computer Science,EECS, 376,015,Foundatns Comp Sci,TH,1230-130PM,Nesky,4.00
Engineering,25067,Electrical Engineering And Computer Science,EECS, 376,016,Foundatns Comp Sci,F,1230-130PM,Yu,4.00
Engineering,26609,Electrical Engineering And Computer Science,EECS, 376,017,Foundatns Comp Sci,F,1130-1230PM,Manga,4.00
Engineering,26610,Electrical Engineering And Computer Science,EECS, 376,018,Foundatns Comp Sci,F,230-330PM,Goldberg,4.00
Engineering,29204,Electrical Engineering And Computer Science,EECS, 376,019,Foundatns Comp Sci,F,930-1030AM,Wilcox,4.00
Engineering,29205,Electrical Engineering And Computer Science,EECS, 376,020,Foundatns Comp Sci,F,1030-1130AM,Dineen,4.00
Engineering,29206,Electrical Engineering And Computer Science,EECS, 376,021,Foundatns Comp Sci,TH,4-5PM,Kolisetty,4.00
Engineering,29207,Electrical Engineering And Computer Science,EECS, 376,022,Foundatns Comp Sci,TH,5-6PM,Yu,4.00
Engineering,29275,Electrical Engineering And Computer Science,EECS, 376,023,Foundatns Comp Sci,F,1230-130PM,Rojas Salvador,4.00
Engineering,32426,Electrical Engineering And Computer Science,EECS, 376,024,Foundatns Comp Sci,TH,430-530PM,Luo,4.00
Engineering,33918,Electrical Engineering And Computer Science,EECS, 376,025,Foundatns Comp Sci,TH,230-330PM,Sharp,4.00
Engineering,22076,Electrical Engineering And Computer Science,EECS, 381,001,Obj-Orient Adv Prog,T TH,3-5PM,"Kieras, Chandross",4.00
Engineering,24826,Electrical Engineering And Computer Science,EECS, 388,001,Intro Comp Security,T TH,12-130PM,"Fu, Honeyman",4.00
Engineering,22828,Electrical Engineering And Computer Science,EECS, 388,002,Intro Comp Security,T TH,130-3PM,"Honeyman, Fu",4.00
Engineering,26218,Electrical Engineering And Computer Science,EECS, 388,003,Intro Comp Security,T TH,430-6PM,"Honeyman, Fu",4.00
Engineering,22829,Electrical Engineering And Computer Science,EECS, 388,011,Intro Comp Security,F,230-330PM,Boerger,4.00
Engineering,22866,Electrical Engineering And Computer Science,EECS, 388,012,Intro Comp Security,F,330-430PM,Baker,4.00
Engineering,25070,Electrical Engineering And Computer Science,EECS, 388,013,Intro Comp Security,F,430-530PM,Snellgrove,4.00
Engineering,22830,Electrical Engineering And Computer Science,EECS, 388,014,Intro Comp Security,M,1-2PM,Kwong,4.00
Engineering,25068,Electrical Engineering And Computer Science,EECS, 388,015,Intro Comp Security,M,3-4PM,Brogren,4.00
Engineering,25069,Electrical Engineering And Computer Science,EECS, 388,016,Intro Comp Security,M,4-5PM,Wireman,4.00
Engineering,25210,Electrical Engineering And Computer Science,EECS, 388,017,Intro Comp Security,M,12-1PM,McDonald,4.00
Engineering,26421,Electrical Engineering And Computer Science,EECS, 388,018,Intro Comp Security,M,2-3PM,Zimmerman,4.00
Engineering,26422,Electrical Engineering And Computer Science,EECS, 388,019,Intro Comp Security,M,5-6PM,Sprecher Jr,4.00
Engineering,26399,Electrical Engineering And Computer Science,EECS, 398,001,Special Topics,M W,130-3PM,Jenkins,1.00-3.00
Engineering,26357,Electrical Engineering And Computer Science,EECS, 398,002,Special Topics,F,2-330PM,"Darden, Khan, Liu, Triesenberg, Khubchandani, Hariharan",1.00-3.00
